UniqueCount	AmbigCount
2	0
1	0
0	8
0	0
19	0
63	0
117	3
211	3
1	0
14	0
2	0
2	0
10	0
2	0
60	21
3	10
3	159
0	0
0	0
0	33
0	9
0	0
0	1
0	0
0	2
0	6
0	7
1	8
0	26
0	1
0	3
5	0
17	1
0	0
0	0
1	0
0	38
0	0
0	0
1	0
27	61
0	0
3	1
0	0
0	0
0	0
1	0
121	0
0	18
0	19
12	45
0	18
5	8
3	80
0	11
0	0
0	1
27	50
4	8
21	37
18	0
0	0
0	18
9	0
36	0
25	0
74	0
0	0
108	1
0	0
175	0
2	0
0	0
64	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	65
0	0
0	0
0	0
1	0
0	0
4	0
3	4
8	3
0	13
0	0
0	3
0	0
3	6
2	1
71	0
3	22
15	7
0	13
23	7
0	0
0	1
2	0
2	0
0	0
219	56
0	43
4	0
1	2
3	0
8	0
0	0
5	28
0	0
7	453
61	78
7	0
33	10
0	0
0	0
0	0
1	1
0	12
0	7
2	60
0	0
0	0
0	0
2	8
5	14
0	0
4	0
192	0
136	0
1	0
1	0
0	0
2293	3
0	0
85	0
0	0
0	0
50	0
15	0
0	0
0	0
0	0
244	1
51	0
45	0
98	0
97	3
65	0
92	1
311	1
0	0
2	0
41	0
0	0
0	0
0	0
0	0
2104	17
1541	17
3	0
45	0
0	0
0	0
883	0
376	0
330	0
105	0
0	0
1285	0
0	0
0	0
0	0
4130	15
11886	32
2671	16
0	0
0	0
41476	1038
99169	1055
540	16
40	0
2	0
24	0
308	0
318	0
43	0
6	0
5	0
46	0
0	0
3	0
0	0
1	0
981	0
37	0
183	0
13	0
11	0
436	0
1538	0
2	0
9	0
20	0
114	0
66	0
977	4
478	4
36	0
702	3
2063	11
4824	10
3211	38
1710	50
490	24
6159	35
398	22
0	0
52	0
3	0
1	0
198	0
3665	27
1658	26
0	0
0	0
0	0
0	0
0	0
0	397
41	0
2026	0
0	0
48	0
35	0
13	0
0	0
14	0
16	0
51	0
166	0
46	0
3817	397
59	4100
0	3577
36	3740
16	3174
10	10
1	10
1783	1
3	796
80	796
121	0
1	0
0	0
0	1
0	1
17	0
0	0
772	0
371	0
53	0
0	0
0	0
0	0
0	0
676	0
25	0
68	0
239	0
0	1
1	0
24	0
60	56
13	56
192	1
9769	1
0	0
89	342
6	342
116	277
0	277
67	0
26	1154
139	1154
375	1451
2	1451
0	0
977	0
95	156
0	156
274	0
273	6
22	6
0	0
629	0
2397	0
1	0
0	0
0	0
4	0
7	0
27	346
0	291
0	214
0	269
1313	0
18402	0
0	0
122	522
5	522
0	0
28	0
487	0
850	0
39	106
4	89
2	106
9	0
8	0
299	0
264	0
116	414
4	414
53164	9
836	0
195	0
99	0
24	0
3	0
0	0
3966	0
152	0
2882	0
127	0
1	101
0	103
0	90
112	24
78	0
897	1857
56	1857
2	0
185	500
31	500
0	0
0	0
0	60
8	60
1821	1
2211	1
1	1
252	1
74	1
0	0
14	0
62	5302
2690	5302
4	0
477	0
1	588
109	588
97	0
2407	0
2	1278
0	1282
0	995
5179	1
83	0
81	0
0	0
1106	0
0	0
0	0
245	86
10	86
148	0
451	0
0	1
0	1
4892	1
4	1
102	0
987	0
1547	0
389	0
1432	0
504	0
0	0
106	0
31	83
1	83
0	0
0	0
286	0
122	736
64	736
683	0
81	0
0	0
120	0
5	0
847	0
0	0
3399	0
702	0
0	0
43	383
34	383
3195	1
0	0
0	0
303	0
14	0
48	171
51	171
0	0
9	0
116	2295
143	2295
10568	2
0	2
1637	0
100	0
135	634
0	634
230	0
194	2469
0	2469
3729	1
0	133
9	133
0	0
0	0
0	0
0	0
12	8
36902	13
0	0
0	0
0	0
64	0
504	0
92	0
123	0
0	0
4	0
3039	1
27	0
3	361
42	363
0	363
2885	0
4129	0
38083	100514
0	100511
1036	0
0	0
3	0
49	0
600	1155
4	1155
23	0
1	0
139	251
0	251
25	0
5	8
1	8
759	0
30	148
172	148
708	1442
1	1442
0	0
2930	0
332	0
5	0
129	0
2	0
181	0
132	1
42	1
0	0
1378	0
0	0
0	0
0	0
229	770
4	770
2	0
16	0
4501	0
135	483
3	483
9982	0
1120	0
214	0
0	0
0	0
132	0
3818	1
163	2464
41	2070
74	2199
318	0
665	0
1386	7952
0	7952
3689	0
2	0
0	0
28	194
1	194
0	0
0	0
11976	2
181	0
9879	3
946	1
0	0
0	0
0	0
4	0
23	0
655	0
0	4714
14	4414
41	4352
383	0
4	0
422	0
1390	0
0	0
74	0
348	0
1048	1
0	0
535	0
5	0
903	0
2	0
44	349
31	349
166	903
4	903
720	0
16	0
914	0
211	32
676	0
2035	22143
19	22143
10	22100
75	0
9	0
5	0
6165	0
97	0
5554	2
3003	0
0	0
1015	0
32	1107
20	1107
2011	0
467	325
0	325
634	0
0	22
3	22
9	0
650	0
272	3198
1	3198
15	0
0	0
195	1
37	374
2	374
1553	0
4686	1
1	0
16	115
27	115
0	0
552	0
0	0
3250	1
2673	0
572	0
0	0
699	0
175	0
66	308
19	305
0	302
4	0
407	1754
0	1754
191	0
10	2339
9	2233
0	2120
972	0
0	0
2343	1
535	162
114	162
0	0
0	0
0	0
0	0
0	0
253	0
0	0
11426	0
140	0
4714	3
1014	1331
0	1331
2	0
33	0
26	0
4	331
20	331
14	0
0	0
0	1
222	0
187	3128
39	3128
1328	0
0	0
0	0
67	0
214	0
0	0
210	0
0	0
0	0
196	0
0	0
0	0
276	0
0	0
0	0
3344	0
0	0
0	9
0	9
1	0
8293	5
24	0
5	4320
247	4320
877	0
1919	0
0	0
0	0
4240	0
0	0
0	5
25	1
22	441
4	441
0	0
444	0
30	0
2	5
1	5
0	0
1265	0
0	0
1338	0
2	0
0	0
49	111
0	111
417	0
196	0
149	173
0	170
2	97
33	717
158	717
475	0
0	0
349	401
0	399
1198	81219
5	81219
56	0
83	0
2173	1
0	0
2	0
3	0
3	0
27	396
15	396
13	181
27	181
349	0
0	0
874	0
10	140
0	140
1548	0
0	0
141	0
1631	0
1812	0
8	0
2	314
26	314
43	0
531	0
0	0
0	0
2752	2
0	0
0	0
0	0
0	0
4	0
0	0
3863	3
27	783
