UniqueCount	AmbigCount
0	0
0	0
0	2
0	0
12	0
41	0
47	0
86	1
0	0
4	0
4	0
0	0
2	0
0	0
54	14
0	0
0	33
0	0
0	0
0	11
0	7
0	0
0	0
0	0
0	0
0	4
0	22
1	5
0	12
0	0
0	4
0	0
3	1
0	0
0	0
3	0
1	1625
0	0
0	0
0	0
12	35
0	0
0	1
0	0
0	0
0	0
1	0
161	0
0	11
0	7
19	28
1	13
4	3
15	213
0	23
0	0
0	0
8	15
0	8
4	23
19	0
0	0
0	13
1	0
28	0
0	0
118	0
0	0
102	0
0	0
75	0
0	0
0	0
30	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
3	150
0	0
0	0
0	0
0	0
0	0
1	0
0	1
2	0
0	3
0	0
0	0
0	0
6	5
0	0
147	0
2	41
13	0
0	5
11	4
0	2
0	0
1	1
1	0
0	0
156	67
0	32
3	0
0	0
4	0
3	0
0	0
0	9
0	0
7	262
7	31
4	0
12	4
0	0
0	0
0	0
0	0
0	13
0	0
3	37
0	0
0	0
0	0
2	1
4	16
0	0
3	0
65	0
40	0
0	0
0	0
0	0
7158	3
0	0
887	0
16	0
0	0
251	0
31	0
13	0
0	0
0	0
805	1
316	1
181	0
413	0
482	17
807	6
818	3
2996	3
0	0
2	0
54	0
0	0
0	0
1	0
0	0
9477	139
7396	138
12	0
192	0
0	0
0	0
2746	1
1695	7
1817	6
519	0
0	0
7493	0
0	0
0	0
0	0
16799	76
42154	161
9145	84
0	0
0	0
257796	8308
695668	8314
3793	58
73	0
11	0
70	0
1353	0
1572	0
135	0
8	0
20	0
181	0
0	0
5	0
0	0
5	0
1794	0
330	0
1695	0
180	0
34	0
3188	0
3022	0
7	0
22	0
120	0
572	0
478	0
17372	105
9748	104
722	0
14990	13
48770	346
89784	333
68181	1024
36533	1333
9823	655
78651	716
6116	372
0	0
373	0
15	0
0	0
1663	0
16728	116
9218	117
0	0
0	0
0	0
0	0
0	0
0	19160
483	3
8496	0
0	0
270	0
507	1
161	1
125	0
249	0
415	1
1854	28
5148	45
1204	18
129768	19160
120	6085
0	5305
47	5476
35	4714
1764	697
38	697
5835	0
3	1045
72	1045
222	0
0	0
0	0
0	9
2	9
281	0
0	1
2121	0
93	0
168	0
0	0
0	0
0	0
0	0
922	0
273	0
161	0
753	0
0	0
132	0
95	0
94	135
27	135
395	0
11046	0
0	0
277	686
39	686
915	2177
0	2177
5	0
98	1941
247	1941
674	2158
1	2158
0	0
1758	0
20	37
0	37
551	0
20	0
0	0
2	0
883	0
3739	0
37	19
0	19
0	0
296	0
1	0
44	707
0	560
0	392
0	539
2288	0
32925	0
20	0
154	776
0	776
0	0
131	0
