UniqueCount	AmbigCount
0	0
0	0
0	9
0	0
3	0
28	0
39	1
69	1
0	0
1	0
0	0
0	0
1	0
0	0
49	6
0	2
0	38
0	0
0	0
0	4
0	3
0	0
0	0
0	0
0	0
0	3
0	19
0	3
0	15
0	0
0	0
0	0
8	0
0	2
0	0
3	0
0	669
0	0
0	0
2	0
15	22
0	0
0	0
0	0
0	0
0	0
0	0
144	0
0	5
0	3
17	21
1	9
3	2
11	140
0	8
0	0
0	1
6	11
0	3
8	12
7	0
0	0
0	8
0	0
20	0
4	0
64	0
0	0
89	0
0	0
40	1
0	0
0	0
17	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
2	91
0	0
0	0
0	0
0	0
0	0
0	0
1	1
4	0
0	1
0	1
0	0
0	0
3	2
0	0
108	0
3	30
33	1
0	10
6	3
0	0
0	0
0	0
0	1
0	1
205	75
0	10
0	0
0	0
3	0
5	0
0	0
1	12
0	0
9	182
5	25
0	0
7	2
0	0
1	0
0	0
0	0
0	4
0	3
0	14
0	0
0	0
0	0
4	4
3	14
0	0
2	0
43	0
23	0
1	0
2	0
2	0
3974	14
0	0
447	0
9	0
0	0
68	0
24	0
11	0
0	0
0	0
425	2
178	2
92	0
282	0
240	13
461	7
554	0
2113	0
0	0
0	0
60	0
0	1
1	0
0	0
0	0
3568	49
2759	48
4	0
128	0
1	0
0	0
1286	1
800	0
805	0
225	0
0	0
4104	0
0	0
4	0
0	0
7414	28
17928	55
3778	24
0	0
0	0
114685	3661
305617	3698
1943	44
54	0
5	0
34	0
579	1
658	0
76	0
19	0
16	0
88	0
1	0
0	0
0	1
2	0
1299	0
158	0
1375	0
116	0
19	0
1645	0
1453	1
0	0
26	0
40	2
271	2
179	0
8246	48
4774	48
357	0
6940	11
20739	154
41324	149
29216	407
16045	509
3370	209
33205	281
2492	168
0	0
250	0
11	0
6	0
665	0
6646	28
3728	27
0	0
0	0
0	0
3	0
0	0
0	7103
245	1
5231	0
0	0
183	0
199	0
61	0
56	0
96	0
169	1
717	8
2074	14
552	6
57950	7117
81	4019
0	3526
29	3671
17	3106
1118	668
15	667
3164	0
4	818
65	818
489	0
0	0
0	0
0	3
0	3
250	0
0	1
1338	0
26	0
118	0
0	0
0	0
0	0
0	0
465	0
102	0
71	0
491	0
0	0
45	0
31	0
16	11
3	11
190	0
4444	1
3	0
116	232
14	232
658	1754
2	1754
1	0
25	689
64	689
290	1015
0	1015
0	0
868	1
2	4
0	4
256	0
37	0
0	0
0	0
875	0
2155	0
11	12
0	12
0	0
116	0
0	0
17	339
0	277
0	198
0	260
1063	1
21011	6
8	0
86	466
0	464
0	0
76	0
355	0
1433	0
88	218
9	186
