UniqueCount	AmbigCount
3	0
0	0
0	27
0	0
17	0
69	0
147	7
313	12
0	0
22	1
1	0
8	0
6	0
0	0
213	57
3	8
1	218
0	0
0	0
0	25
0	15
0	0
0	0
0	0
0	0
0	8
0	10
0	9
0	32
0	6
0	4
3	0
9	0
0	0
0	0
4	0
2	151
0	0
0	0
0	0
58	121
0	0
0	1
0	0
1	5
0	0
0	1
294	0
0	32
0	28
50	73
3	29
3	11
12	148
0	24
0	0
0	2
58	109
3	5
32	72
30	0
0	0
0	13
2	0
67	0
23	0
182	0
0	0
287	2
0	0
236	2
1	0
3	0
87	23
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	1
0	77
0	0
0	0
0	0
1	0
0	0
0	0
3	5
11	20
0	16
0	0
0	3
0	0
11	4
2	10
139	0
1	38
19	10
0	30
31	6
0	1
0	2
0	1
4	1
0	1
506	172
0	48
6	0
2	10
26	0
40	0
0	0
11	52
0	0
23	858
58	146
24	2
32	11
0	1
0	0
0	0
0	1
0	23
0	13
5	148
0	0
0	0
0	0
13	18
11	37
0	0
3	0
290	0
140	0
0	0
4	0
0	0
4756	6
0	0
230	0
4	0
0	0
93	0
13	0
13	0
0	0
0	0
527	1
117	1
75	0
174	1
150	9
194	4
289	1
739	1
0	0
2	0
54	0
0	1
0	0
0	0
0	0
3301	55
2502	55
2	0
113	0
2	0
0	0
1140	0
502	0
468	0
158	0
0	0
2087	0
0	0
4	0
0	0
9283	33
21716	79
4556	44
0	0
0	0
67421	2037
194032	2069
840	19
59	0
0	0
22	0
410	0
471	0
52	0
10	0
12	0
103	0
1	0
3	0
0	0
0	0
1145	0
64	0
377	0
41	0
11	0
764	0
1543	0
3	0
24	0
29	0
172	0
116	0
3424	16
1946	16
130	0
2247	0
5133	46
9636	46
8313	128
4941	174
1224	76
12718	82
964	49
0	0
115	0
3	0
2	0
291	0
3973	33
1692	32
0	0
0	0
0	0
1	0
0	0
0	1470
88	2
2139	2
0	0
92	0
91	0
23	0
17	0
27	0
62	1
216	2
526	2
145	1
9483	1473
71	4959
0	4279
42	4519
28	3791
128	65
3	65
2803	1
2	1389
108	1389
1842	7
38	7
1	0
0	0
0	0
23	0
0	0
850	0
1829	1
71	0
2	0
0	0
0	0
