UniqueCount	AmbigCount
0	0
0	0
0	4
0	0
2	0
22	0
47	1
76	2
0	0
1	0
0	0
1	0
0	0
0	0
48	20
0	2
0	52
0	0
0	0
0	2
0	6
0	0
0	0
1	0
0	0
0	1
0	16
0	6
0	8
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	546
0	0
0	0
0	0
19	29
0	0
0	0
0	1
2	0
0	0
0	0
182	1
0	11
0	5
12	19
0	13
1	5
3	115
0	12
1	0
0	0
17	27
0	1
7	16
11	0
0	0
0	4
1	0
37	0
11	0
46	0
0	0
65	1
0	0
37	0
2	0
0	0
27	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	54
0	0
0	0
0	0
3	0
0	0
0	0
0	2
1	2
0	4
0	0
0	2
0	0
1	0
2	2
58	0
7	20
20	1
0	11
11	2
0	0
0	0
0	0
2	0
0	0
126	34
0	19
1	0
0	2
4	0
8	0
0	0
1	9
0	0
3	156
7	32
1	0
11	1
0	0
0	0
0	0
0	1
0	1
0	7
5	47
0	0
0	0
0	0
11	6
2	6
0	0
2	0
38	0
41	0
1	0
1	0
0	0
3418	2
0	0
401	0
2	0
0	0
116	0
33	0
9	0
0	0
0	0
573	0
182	0
114	0
250	0
221	14
447	8
467	1
1617	1
0	0
3	0
64	0
0	0
0	0
0	0
1	0
5451	80
4466	79
1	0
114	0
0	0
0	0
1113	1
1046	3
1026	2
249	0
0	0
3405	0
0	0
1	0
0	0
9102	32
22126	84
4963	49
0	0
0	0
131837	4344
378889	4358
2345	35
60	0
0	0
43	0
761	2
845	3
62	0
3	0
7	0
83	0
1	0
1	0
0	0
2	0
1052	0
193	0
702	0
93	0
11	0
1499	0
1963	0
3	0
22	0
89	0
393	0
339	0
9111	51
5124	51
252	0
7160	7
21746	160
41883	154
31414	462
17225	588
4067	244
36474	327
2986	205
0	0
231	0
6	0
0	0
929	1
8209	69
4557	68
0	0
0	0
0	0
0	0
0	0
0	7378
345	2
3897	1
0	0
141	0
336	0
83	0
75	0
130	0
215	0
1117	16
2615	23
519	7
56011	7386
51	3417
0	2940
32	3138
26	2554
961	403
12	403
3148	0
0	802
65	802
107	0
0	0
0	0
0	3
1	3
216	2
0	0
1235	0
30	0
111	0
0	0
0	0
0	0
0	0
508	0
113	0
72	0
440	0
0	0
53	0
21	0
12	18
11	18
119	2
8631	2
0	0
136	321
12	321
581	1463
1	1463
4	0
87	1591
224	1591
331	1191
2	1191
0	0
843	1
4	14
0	14
284	0
29	0
0	0
0	0
1366	0
1797	0
6	5
0	5
0	0
100	0
0	0
13	291
0	241
0	153
1	203
1246	0
25506	6
7	0
76	400
0	400
0	0
46	0
299	0
1522	1
75	252
