UniqueCount	AmbigCount
0	0
1	0
0	16
0	0
6	0
64	0
77	3
115	7
0	0
7	0
0	0
3	0
7	0
2	0
104	30
1	9
2	108
0	0
0	0
0	11
0	17
0	0
0	1
0	0
0	0
0	6
0	20
1	8
0	16
0	2
0	4
0	0
17	0
0	0
0	0
3	0
1	132
0	0
0	0
0	0
79	89
0	3
0	4
2	2
1	0
0	0
0	0
256	0
0	22
0	22
24	55
3	25
3	6
8	95
0	10
5	0
0	0
39	66
0	3
13	29
25	0
0	0
0	11
6	0
36	0
18	0
109	0
0	0
174	0
0	0
113	0
0	0
0	0
79	24
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	64
0	0
0	0
0	0
2	0
0	0
2	1
10	3
4	4
0	15
0	2
0	1
0	0
8	10
0	4
143	0
6	57
29	19
0	31
21	6
0	2
0	0
0	0
7	1
0	0
270	79
0	44
3	0
0	1
7	0
23	0
0	3
5	47
0	0
11	405
28	87
10	0
41	20
0	0
0	0
0	0
1	2
0	10
0	15
5	78
0	0
0	0
0	0
9	12
3	14
0	0
4	0
119	0
107	0
1	0
1	0
6	0
4727	6
0	0
246	0
3	0
0	0
96	0
23	0
19	0
0	0
0	0
492	1
192	1
97	0
247	0
206	9
188	0
181	6
685	6
0	0
1	0
73	0
0	1
0	0
0	0
0	0
4509	52
3005	51
9	0
98	0
4	0
0	0
1854	0
1023	7
1005	7
209	0
2	0
3448	0
0	0
11	0
0	0
8419	16
22645	72
6022	54
0	0
0	0
107945	2929
251892	2935
2475	56
61	0
6	0
38	0
552	0
576	0
88	0
15	0
16	0
77	0
0	0
0	0
0	2
0	0
1393	0
84	0
281	0
23	0
21	0
781	0
2753	0
9	0
23	0
65	0
297	0
242	0
3275	14
1896	13
142	0
2855	1
9596	51
19627	50
14612	178
7284	237
2088	128
18559	173
1265	103
0	0
144	0
5	0
5	0
449	0
5821	36
3349	36
0	0
0	0
0	0
1	0
0	0
0	1380
126	1
3838	1
0	0
164	0
187	0
31	0
19	0
46	0
63	0
282	5
722	7
174	2
15359	1382
74	3543
0	3058
36	3172
16	2722
209	107
5	107
2273	0
2	869
35	869
139	0
0	0
0	0
0	0
1	0
84	0
0	0
1015	0
472	0
77	0
0	0
0	0
0	0
0	0
549	0
48	0
90	0
343	0
0	0
13	0
24	0
44	61
10	61
238	0
10792	0
2	0
104	332
13	332
169	617
0	617
16	0
40	1300
175	1300
444	1305
0	1305
0	0
954	0
41	70
0	70
222	0
198	4
18	4
0	0
1185	0
1967	0
3	3
0	3
0	0
30	0
4	0
20	330
0	282
0	174
0	222
1076	0
26689	1
1	0
115	418
0	418
0	0
66	0
404	0
1083	0
82	158
4	131
7	156
11	0
0	0
757	0
385	0
37	95
0	95
69423	3
1072	1
250	1
23	0
20	0
4	0
2	0
6959	0
160	1
5345	1
70	0
0	211
0	212
0	195
265	41
68	0
824	1944
48	1944
16	0
112	384
41	384
0	0
0	0
0	42
1	42
2106	0
1901	1
0	0
499	0
29	0
0	0
17	0
80	6498
3416	6498
11	0
670	0
5	693
112	693
694	0
1898	0
2	2480
0	2481
0	1984
2703	0
90	0
30	0
0	0
637	0
0	0
0	0
204	145
11	145
462	0
79	0
3	5
0	5
5727	3
26	3
40	0
977	0
1284	0
302	0
1440	0
314	0
0	0
151	0
3	17
2	17
0	0
0	0
340	0
105	445
59	445
1644	0
99	0
0	0
101	0
6	0
280	0
0	0
5040	0
632	0
0	0
29	253
22	253
2683	0
0	1
0	1
408	1
50	0
21	45
25	45
0	0
26	0
128	2581
76	2581
13814	2
0	4
1716	0
448	0
186	1078
1	1078
279	0
106	2058
1	2058
2231	0
0	79
12	79
0	0
0	0
0	0
0	0
28	2
59958	5
0	0
0	1
0	1
98	0
535	0
38	0
191	0
0	0
10	0
5613	3
71	0
2	387
26	388
10	388
3764	2
5181	0
35084	85255
0	85251
857	0
0	0
7	0
73	0
728	1291
3	1291
66	0
8	0
119	254
0	254
40	0
0	0
0	0
775	0
61	260
19	260
1096	1912
5	1912
0	0
2575	0
246	0
12	0
100	0
0	0
174	0
164	2
61	2
0	0
1640	0
0	0
0	0
0	0
340	1009
6	1009
10	0
70	0
3886	0
19	40
0	40
10321	0
747	0
153	0
0	0
0	0
