UniqueCount	AmbigCount
2	0
0	0
0	7
0	0
3	0
31	0
34	1
84	1
0	0
2	0
1	0
1	0
0	0
0	0
63	16
0	5
1	69
0	0
0	0
0	7
0	4
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	6
0	0
0	0
0	0
3	0
0	0
0	0
2	0
0	63
0	0
0	0
0	0
22	29
0	0
0	1
0	0
0	0
0	0
0	0
129	0
0	2
0	8
8	14
0	2
2	0
1	28
0	6
2	0
0	0
12	44
1	2
6	22
12	0
0	0
0	12
0	0
25	0
9	0
59	0
0	0
91	0
0	0
56	0
0	0
0	0
20	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	38
0	0
0	0
0	0
1	0
0	0
2	2
0	1
0	4
0	10
0	0
0	1
0	0
2	1
1	1
37	0
0	17
2	1
0	6
16	5
0	0
0	0
0	0
0	0
0	0
146	55
0	20
1	1
0	1
3	0
9	0
0	0
4	12
0	0
5	175
8	46
3	1
9	7
0	0
0	0
0	0
0	0
0	4
0	3
2	49
0	0
0	0
0	0
1	2
1	9
0	0
2	0
52	0
58	0
1	0
0	0
0	0
1728	1
0	0
170	0
1	0
0	0
55	0
12	0
7	0
0	0
0	0
227	0
55	0
31	0
155	0
133	5
76	1
84	1
279	1
0	0
0	0
31	0
0	0
0	0
0	0
0	0
2446	19
1389	19
0	0
65	0
0	0
0	0
1307	0
208	1
218	1
109	0
0	0
2401	0
0	0
0	0
0	0
4707	15
13890	57
3267	37
0	0
0	0
69890	2004
158591	2005
571	6
44	0
2	0
30	0
365	0
331	0
33	0
1	0
6	0
70	0
0	0
1	0
0	0
0	0
791	0
49	0
309	0
19	0
7	0
539	0
1471	1
0	0
15	0
19	0
98	0
59	0
1501	10
810	10
62	0
1278	2
4962	42
10630	40
7572	108
4185	146
1121	63
10211	60
724	37
0	0
55	0
3	0
0	0
266	0
4129	31
2174	31
0	0
0	0
0	0
0	0
0	0
0	834
97	0
3252	0
0	0
102	0
33	0
14	0
8	0
10	0
20	0
