UniqueCount	AmbigCount
0	0
1	0
0	20
0	0
16	0
47	0
68	8
118	7
0	0
13	0
3	0
1	0
5	0
1	0
92	43
1	4
0	75
0	0
0	0
0	22
0	28
0	0
0	2
0	0
0	2
0	4
1	9
1	7
0	22
0	0
0	2
3	0
11	1
0	0
1	0
3	1
8	7
0	0
0	0
0	0
43	54
0	0
0	0
0	2
4	1
0	0
0	0
174	0
0	19
0	19
18	30
1	15
10	3
6	108
0	26
2	0
0	0
35	71
0	8
24	36
17	0
0	0
0	38
4	0
40	0
5	0
99	0
0	0
126	0
0	0
196	3
1	0
0	0
46	21
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	1
0	19
0	0
0	0
0	0
2	0
0	0
0	0
5	6
15	5
0	14
0	1
0	5
0	0
4	6
0	3
63	0
3	19
7	2
0	14
25	1
1	1
0	0
0	1
1	0
0	0
470	169
0	21
0	0
0	1
5	0
19	0
0	0
4	25
0	0
8	453
34	82
6	0
40	6
0	1
0	0
0	0
0	5
0	19
0	9
0	94
0	0
0	1
0	0
10	1
3	28
0	0
7	0
193	0
110	0
1	0
2	0
2	0
2959	2
0	0
45	0
4	0
0	0
50	0
19	0
9	0
0	0
0	0
261	1
74	1
51	0
63	0
46	1
74	1
98	0
383	0
0	0
0	0
12	0
0	0
4	0
0	0
0	0
235	4
408	4
1	0
20	0
1	0
0	0
74	0
352	1
298	1
28	0
0	0
348	0
0	0
2	0
0	0
1704	3
5563	7
398	3
0	0
0	0
10976	227
15465	227
814	13
37	0
1	0
13	0
334	0
271	0
53	0
1	0
1	0
37	0
0	0
0	0
0	1
0	0
1221	0
34	0
58	0
12	0
3	0
383	0
1609	1
7	0
21	0
13	1
118	1
65	0
310	4
124	3
4	0
165	1
471	4
1051	4
776	7
356	8
106	3
1711	17
114	15
0	0
88	0
0	0
0	0
76	0
630	3
257	3
0	0
0	0
0	0
0	0
0	0
0	44
12	0
262	2
0	0
25	0
49	0
12	0
2	0
19	0
10	0
22	0
16	0
3	0
505	44
147	7246
0	6317
64	6507
22	5595
13	12
0	12
2867	0
13	2644
155	2644
807	3
15	3
0	0
0	2
0	2
37	0
0	0
1513	0
1586	0
80	0
0	0
0	0
0	0
0	0
934	0
43	0
53	0
175	0
0	0
7	0
10	0
8	11
2	14
164	3
10584	1
2	0
147	405
22	405
197	405
0	405
136	0
71	2237
327	2237
637	2118
3	2118
0	0
1406	1
481	720
3	720
318	0
460	11
38	11
0	0
1872	0
7005	1
1	2
0	2
0	0
10	0
176	0
25	652
0	556
0	403
0	499
1829	0
23401	2
1	0
180	1065
2	1065
0	0
30	0
1077	0
1109	0
109	241
13	220
5	236
7	0
49	0
219	0
369	0
222	737
4	737
90547	4
6746	3
80	3
1170	0
143	0
10	0
0	0
4418	0
313	2
9146	2
525	0
0	361
0	369
5	331
66	25
232	0
1762	3693
95	3693
3	0
370	997
85	997
0	0
0	0
2	41
2	41
3433	0
4319	1
5	0
399	4
143	4
0	0
71	0
99	11232
5923	11233
8	0
484	0
1	798
122	798
167	0
4322	0
0	1807
0	1807
0	1413
20923	1
158	0
169	0
0	0
1998	0
0	0
0	0
961	71
5	71
105	0
1031	0
0	2
0	2
4678	0
40	0
206	0
1399	0
3080	0
898	0
3144	0
509	0
0	0
89	0
109	312
0	312
0	0
0	0
403	0
280	1224
120	1224
1128	0
176	0
0	0
124	0
20	0
1906	0
0	0
7663	0
1143	0
1	0
70	674
56	674
3157	0
0	0
0	0
926	0
12	0
56	222
71	222
0	0
18	0
222	4912
257	4912
10436	0
0	3
1832	0
131	0
671	3138
5	3138
1057	0
508	6895
2	6895
5405	1
0	267
21	267
0	0
0	0
0	0
0	0
17	5
62478	6
0	0
1	3
0	3
246	0
1022	0
114	0
75	0
0	0
2	0
4806	1
64	0
7	554
71	557
0	557
3458	0
36135	2
38302	93560
2	93557
2491	0
0	0
4	0
30	0
1065	1767
5	1767
27	0
17	0
288	634
0	634
41	0
13	16
7	16
783	0
57	219
92	219
1407	2435
9	2435
0	0
6243	0
538	0
3	0
71	0
0	0
195	0
256	1
72	1
0	0
1492	0
0	0
0	0
0	0
357	1064
5	1064
1	0
60	0
6745	0
285	1091
2	1091
14103	0
2390	0
6724	0
0	0
0	0
