UniqueCount	AmbigCount
0	0
0	0
0	6
0	0
4	0
30	0
31	2
54	3
0	0
7	0
1	0
2	0
2	0
0	0
38	7
0	3
0	24
0	0
0	0
0	4
0	2
0	0
0	0
0	0
0	0
0	2
0	22
0	5
0	7
0	0
0	0
1	0
2	0
0	0
0	0
0	0
0	159
0	0
0	0
0	0
13	23
0	0
0	0
0	0
0	0
0	0
0	0
120	0
0	7
0	7
7	19
1	5
0	4
3	54
0	14
0	0
0	0
7	13
0	3
8	18
8	0
0	0
0	10
0	0
19	0
6	0
40	0
0	0
38	0
0	0
49	1
0	0
0	0
12	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	35
0	0
0	0
0	0
0	0
0	0
2	0
1	0
2	0
0	10
0	0
0	1
0	0
2	0
0	1
42	0
3	17
3	0
0	2
11	0
1	2
0	0
0	0
0	3
0	3
87	36
0	15
0	0
0	1
4	0
2	0
0	0
2	11
0	0
1	196
9	38
2	0
17	1
0	0
1	0
0	0
0	0
0	4
0	12
5	25
0	0
0	0
0	0
3	1
0	8
0	0
2	0
55	0
22	0
0	0
0	0
4	0
4148	4
0	0
295	0
10	0
0	0
104	0
33	0
4	0
0	0
0	0
459	3
156	3
92	0
149	0
156	7
200	1
171	0
640	0
0	0
0	0
48	0
0	3
0	0
0	0
0	0
2955	54
2423	54
1	0
101	0
1	0
0	0
847	0
637	1
692	1
139	0
0	0
2244	0
0	0
2	0
0	0
7643	24
18243	51
3871	24
0	0
0	0
91976	2756
241468	2762
1729	39
31	0
5	0
47	0
500	0
492	0
73	0
7	0
10	0
53	0
1	0
1	0
0	0
0	0
1277	0
97	0
348	2
37	0
13	0
928	0
1637	0
6	0
23	0
38	0
179	0
160	0
3207	12
1882	11
130	0
2780	3
9812	57
19180	57
13475	173
7678	226
2052	94
16388	123
1444	82
0	0
130	0
7	0
1	0
457	0
4826	27
2374	27
0	0
0	0
0	0
0	0
0	0
0	1988
89	0
4323	1
0	0
147	0
91	0
31	0
30	0
33	0
59	0
224	6
624	9
166	3
15658	1991
48	2521
0	2202
23	2292
21	1947
248	104
4	104
1923	0
4	667
40	667
123	0
2	0
0	0
0	0
0	0
75	0
0	0
1091	1
34	0
73	0
1	0
0	0
0	0
0	0
354	0
135	0
49	0
216	0
0	0
24	0
17	0
5	10
4	10
262	0
3523	0
0	0
61	186
5	186
358	806
0	806
2	0
16	605
102	605
251	978
1	978
0	0
831	0
27	68
0	68
208	0
100	7
7	7
0	0
263	0
1778	0
4	2
0	2
0	0
20	0
2	0
12	317
0	250
0	173
0	240
902	0
18651	0
1	0
56	325
0	325
0	0
44	0
292	0
834	0
65	127
7	111
4	126
13	0
0	0
