UniqueCount	AmbigCount
0	0
0	0
0	4
0	0
3	0
21	0
50	1
59	1
0	0
0	0
1	0
0	0
1	0
0	0
36	14
0	6
0	37
0	0
0	0
0	10
0	15
0	0
0	0
0	0
0	0
0	1
0	14
0	2
0	6
0	0
0	0
3	0
13	0
0	0
0	0
0	0
0	142
0	0
0	1
0	0
26	25
0	0
0	0
0	1
0	0
0	0
0	0
100	0
0	3
0	11
20	22
0	9
3	3
1	67
0	10
0	0
0	0
8	19
1	0
4	24
4	0
0	0
0	8
0	0
10	0
4	0
27	0
0	0
32	0
0	0
54	0
0	0
0	0
20	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	58
0	0
0	0
0	0
0	0
0	0
0	0
0	3
2	1
0	1
0	0
0	1
0	0
2	2
1	1
94	0
3	20
10	3
0	8
1	2
0	0
0	0
0	0
0	5
0	4
110	33
0	12
1	0
0	0
4	0
5	0
0	0
1	16
0	0
7	197
14	17
1	0
3	0
0	2
0	0
0	0
0	0
0	3
0	1
0	15
2	0
0	1
0	0
5	3
1	13
0	0
5	0
85	0
25	0
0	0
0	0
7	0
4209	11
0	0
224	0
2	0
0	0
87	0
34	0
19	0
0	0
0	0
482	0
134	0
89	0
191	0
150	10
160	2
166	2
558	2
0	0
4	0
87	0
0	5
0	0
0	0
0	0
4546	59
3748	59
9	0
58	0
4	0
0	0
1766	2
801	5
640	6
206	0
1	0
2556	1
0	0
13	0
0	0
9927	33
21495	82
5208	50
0	0
0	0
97594	2745
255683	2765
1873	44
61	0
2	0
42	0
508	0
612	0
106	0
12	0
8	0
88	0
0	0
7	0
0	0
1	0
1749	0
80	0
252	0
38	0
31	0
965	1
2157	0
12	0
12	0
57	0
225	0
197	0
2816	14
1576	15
139	0
2195	2
7740	42
16196	44
10316	141
5873	174
1717	77
16416	114
1407	68
0	0
81	0
2	0
5	0
541	0
6574	33
3124	34
0	0
0	0
0	0
0	0
0	0
0	1467
107	0
5956	0
1	0
124	1
112	0
26	0
9	0
41	0
64	0
185	3
459	3
97	0
9001	1467
68	3018
0	2647
23	2775
19	2310
195	108
6	108
2379	0
5	429
33	429
67	1
0	0
0	0
0	1
0	1
62	0
0	0
813	0
43	0
50	0
0	0
0	0
0	0
0	0
431	0
86	0
46	0
317	0
0	1
7	0
53	0
208	355
55	354
598	4
3455	2
0	0
89	220
11	220
192	489
0	489
0	0
13	436
51	436
258	995
1	995
0	0
716	0
43	56
0	56
213	0
66	2
2	2
0	0
77	0
1397	0
4	2
0	2
0	0
23	0
3	0
12	343
0	279
0	198
0	262
1020	1
9050	2
2	0
58	322
1	322
2	0
41	0
324	0
932	0
52	112
2	94
5	112
11	0
0	0
